11279,2004,1323354109.0
1057,2416,1323354109.0
3169,83,1323354114.0
3778,5261,1323354122.0
11302,5538,1323354135.0
11477,4120,1323354211.0
11246,651,1323354249.0
7173,711,1323354263.0
8959,5652,1323354282.0
11278,2004,1323354316.0
11370,664,1323354358.0
1756,2591,1323354363.0
4908,1286,1323354384.0
10439,1286,1323354386.0
11198,1695,1323354398.0
7550,5686,1323354431.0
10025,7526,1323354446.0
11174,6944,1323354446.0
11425,7421,1323354453.0
11374,2633,1323354476.0
2089,1794,1323354481.0
11369,664,1323354484.0
5261,2144,1323354502.0
11334,9381,1323354510.0
7745,837,1323354539.0
11522,6275,1323354579.0
11540,2312,1323354591.0
11235,1447,1323354593.0
11541,3167,1323354595.0
11210,8978,1323354635.0
1665,7798,1323354635.0
9167,2,1323354647.0
11205,513,1323354659.0
6548,8511,1323354675.0
11291,2400,1323354676.0
11297,83,1323354679.0
11317,577,1323354690.0
11305,2263,1323354696.0
11327,4613,1323354719.0
11084,6195,1323354738.0
11345,7990,1323354739.0
5802,711,1323354744.0
11354,10699,1323354752.0
6839,601,1323354757.0
11241,2557,1323354796.0
11132,1632,1323354823.0
11138,697,1323354870.0
2378,10042,1323354871.0
7338,3104,1323354906.0
6443,1257,1323354915.0
11126,5302,1323354918.0
1031,711,1323354922.0
574,3837,1323354923.0
6693,1286,1323354927.0
11214,5676,1323354938.0
1493,1703,1323354959.0
9834,4529,1323354968.0
11326,4613,1323354975.0
11561,1286,1323354989.0
11273,7526,1323355001.0
11608,2478,1323355002.0
3581,697,1323355006.0
11157,3764,1323355026.0
11140,2,1323355075.0
4479,6541,1323355090.0
2406,697,1323355096.0
11434,146,1323355107.0
10450,10699,1323355108.0
7696,3521,1323355190.0
7633,1514,1323355220.0
6393,2740,1323355220.0
7917,4655,1323355223.0
11426,2526,1323355263.0
5728,472,1323355319.0
11589,6279,1323355350.0
4276,1344,1323355375.0
11694,7290,1323355380.0
11277,2004,1323355382.0
11170,1788,1323355412.0
10408,2557,1323355420.0
10370,9636,1323355454.0
10881,1286,1323355467.0
3986,5821,1323355469.0
10555,711,1323355472.0
11272,7526,1323355485.0
11367,1131,1323355487.0
11131,1632,1323355488.0
11164,1440,1323355492.0
11288,2891,1323355493.0
1942,513,1323355495.0
11438,1130,1323355513.0
5677,915,1323355537.0
11147,2033,1323355563.0
11137,697,1323355592.0
3238,697,1323355602.0
1812,2551,1323355617.0
11225,6750,1323355622.0
6348,2730,1323355627.0
5702,4271,1323355628.0
7259,619,1323355663.0
10275,1053,1323355665.0
11739,158,1323355671.0
11204,4513,1323355678.0
728,559,1323355681.0
2232,2991,1323355690.0
11101,1053,1323355696.0
2331,1632,1323355719.0
11397,6691,1323355726.0
11726,357,1323355740.0
6946,2501,1323355742.0
5736,6279,1323355755.0
5588,697,1323355770.0
5371,540,1323355771.0
4920,2263,1323355777.0
7212,2695,1323355789.0
10297,496,1323355794.0
991,970,1323355797.0
5469,559,1323355837.0
1494,1184,1323355844.0
9314,5254,1323355852.0
11232,839,1323355855.0
11175,1960,1323355865.0
11276,2004,1323355870.0
7562,496,1323355871.0
11328,892,1323355889.0
11155,817,1323355899.0
11456,6380,1323355908.0
174,1514,1323355930.0
2747,1684,1323355948.0
5913,5186,1323355955.0
11193,1257,1323355960.0
11517,8752,1323355963.0
11577,1794,1323355982.0
3195,540,1323356006.0
6735,1299,1323356032.0
11190,970,1323356050.0
1983,1083,1323356056.0
11255,512,1323356060.0
7972,1960,1323356064.0
11136,697,1323356071.0
11189,970,1323356091.0
6435,2130,1323356119.0
11152,559,1323356128.0
11638,5485,1323356142.0
11308,1299,1323356144.0
11211,851,1323356172.0
8261,697,1323356192.0
4990,4026,1323356202.0
11778,2295,1323356244.0
5648,532,1323356282.0
11151,559,1323356282.0
4901,155,1323356306.0
6332,2,1323356309.0
10432,3756,1323356323.0
11145,711,1323356349.0
2114,3723,1323356353.0
11218,2142,1323356354.0
11707,1373,1323356362.0
4394,770,1323356371.0
11217,1077,1323356393.0
6473,11092,1323356407.0
11417,7798,1323356410.0
3982,1632,1323356421.0
11422,4156,1323356424.0
1358,5652,1323356438.0
11777,2295,1323356440.0
11228,4172,1323356445.0
11159,63,1323356448.0
11341,1184,1323356477.0
10826,1809,1323356508.0
1292,6517,1323356517.0
11203,2506,1323356554.0
3205,3003,1323356554.0
3798,1981,1323356556.0
11128,778,1323356567.0
1172,1798,1323356567.0
11268,6247,1323356595.0
11361,3299,1323356602.0
8380,7574,1323356607.0
9161,1798,1323356607.0
3107,115,1323356614.0
4346,1063,1323356615.0
1001,833,1323356615.0
3233,839,1323356634.0
11135,697,1323356643.0
11696,2114,1323356645.0
11432,245,1323356654.0
11247,876,1323356654.0
11314,3837,1323356658.0
11045,3023,1323356664.0
11150,559,1323356676.0
1295,1828,1323356681.0
10227,959,1323356696.0
11239,1981,1323356718.0
2109,8038,1323356726.0
3344,4009,1323356726.0
10502,1184,1323356741.0
7167,577,1323356750.0
11149,559,1323356754.0
1192,6664,1323356759.0
11487,7269,1323356768.0
5855,697,1323356768.0
11153,579,1323356772.0
11199,295,1323356786.0
6797,6048,1323356787.0
10964,6231,1323356789.0
8845,729,1323356791.0
3458,7526,1323356815.0
1549,1398,1323356817.0
396,8440,1323356836.0
11282,5410,1323356864.0
4035,513,1323356873.0
9580,1447,1323356877.0
5113,2197,1323356885.0
4254,729,1323356903.0
11253,3,1323356914.0
11173,4026,1323356924.0
9442,726,1323356967.0
11332,903,1323356986.0
11427,1356,1323356990.0
11307,1299,1323357005.0
11286,3972,1323357015.0
11187,970,1323357037.0
908,1068,1323357041.0
11695,2114,1323357058.0
11281,3793,1323357060.0
11224,6750,1323357062.0
11595,1053,1323357067.0
6710,3804,1323357075.0
4109,697,1323357078.0
11148,559,1323357078.0
968,3715,1323357079.0
11167,729,1323357087.0
11202,2506,1323357094.0
7238,839,1323357098.0
292,1004,1323357098.0
687,2613,1323357098.0
1471,729,1323357102.0
6242,1004,1323357132.0
8647,729,1323357134.0
5310,6060,1323357140.0
11191,1257,1323357148.0
1479,5887,1323357149.0
842,959,1323357156.0
5628,1632,1323357156.0
7121,3300,1323357158.0
11400,1488,1323357158.0
3487,5675,1323357165.0
11507,3402,1323357167.0
2760,559,1323357176.0
11416,9358,1323357183.0
688,839,1323357200.0
11134,697,1323357216.0
8329,565,1323357223.0
9032,833,1323357231.0
11212,496,1323357231.0
3760,6380,1323357233.0
11200,1671,1323357238.0
11340,1184,1323357249.0
6663,729,1323357252.0
7048,513,1323357256.0
5773,3140,1323357257.0
7820,3611,1323357263.0
805,1632,1323357264.0
11231,839,1323357271.0
11130,1632,1323357274.0
11484,115,1323357299.0
2533,3,1323357302.0
2661,5760,1323357317.0
11222,6415,1323357320.0
6309,7853,1323357328.0
11465,383,1323357333.0
11404,2551,1323357339.0
11172,4026,1323357341.0
1053,3140,1323357349.0
11408,5009,1323357352.0
5866,618,1323357397.0
4530,2747,1323357402.0
760,380,1323357405.0
4730,2263,1323357408.0
11129,1586,1323357409.0
11234,816,1323357418.0
604,2907,1323357462.0
11271,4825,1323357464.0
2181,729,1323357473.0
11359,4104,1323357509.0
10222,816,1323357532.0
11627,1273,1323357558.0
10259,1775,1323357561.0
5609,7320,1323357563.0
4682,1341,1323357569.0
8225,7183,1323357582.0
5339,1798,1323357595.0
11166,729,1323357605.0
11607,5361,1323357607.0
2474,520,1323357632.0
6294,1004,1323357633.0
11420,4864,1323357635.0
6992,839,1323357640.0
6293,7386,1323357647.0
11236,176,1323357655.0
2718,559,1323357676.0
11188,1257,1323357683.0
11209,496,1323357687.0
5092,559,1323357694.0
8027,970,1323357697.0
1424,2,1323357716.0
11437,2185,1323357723.0
1735,729,1323357746.0
6722,979,1323357758.0
11339,1184,1323357764.0
11391,7197,1323357767.0
11261,1594,1323357770.0
5065,3,1323357782.0
11162,697,1323357794.0
723,975,1323357801.0
9055,1004,1323357818.0
11230,839,1323357819.0
9617,3522,1323357823.0
11220,1451,1323357829.0
4549,5833,1323357832.0
10986,540,1323357836.0
10489,816,1323357850.0
6427,559,1323357854.0
11441,5124,1323357865.0
11269,4825,1323357883.0
1197,2416,1323357892.0
10897,370,1323357901.0
10034,816,1323357905.0
11169,1788,1323357915.0
4511,3387,1323357923.0
11459,2221,1323357928.0
2577,1257,1323357933.0
6217,1904,1323357935.0
11207,3699,1323357954.0
48,1753,1323357955.0
11631,3168,1323357957.0
4836,729,1323357977.0
11165,729,1323357979.0
11526,710,1323357988.0
11304,2263,1323357992.0
11296,83,1323358003.0
11295,83,1323358004.0
11184,979,1323358005.0
11488,7826,1323358008.0
6642,2506,1323358017.0
1845,1184,1323358028.0
11185,970,1323358032.0
11256,9171,1323358051.0
11208,496,1323358052.0
6618,1632,1323358056.0
4597,8504,1323358061.0
11227,4913,1323358066.0
10238,650,1323358088.0
8301,770,1323358094.0
6772,5361,1323358098.0
11453,6380,1323358099.0
484,2613,1323358099.0
2796,841,1323358108.0
5286,1568,1323358111.0
11565,8577,1323358111.0
2559,1976,1323358115.0
11284,5557,1323358119.0
6254,4908,1323358119.0
11781,6036,1323358122.0
11161,697,1323358125.0
172,1828,1323358128.0
4072,5065,1323358133.0
11502,1624,1323358133.0
11446,370,1323358137.0
11430,631,1323358138.0
3508,979,1323358141.0
474,296,1323358143.0
11160,697,1323358145.0
11499,5078,1323358146.0
6233,1624,1323358150.0
7122,102,1323358151.0
3653,970,1323358157.0
9805,1828,1323358162.0
10730,970,1323358163.0
11180,559,1323358171.0
11463,1709,1323358174.0
11421,3756,1323358178.0
11343,9512,1323358195.0
11310,10893,1323358196.0
11238,1981,1323358200.0
11183,979,1323358204.0
11306,3982,1323358214.0
11263,1120,1323358220.0
11179,559,1323358225.0
11867,5092,1323358237.0
8792,8091,1323358247.0
11168,1363,1323358264.0
11245,1632,1323358275.0
9335,4913,1323358276.0
9715,2847,1323358280.0
11215,1392,1323358283.0
6152,816,1323358292.0
11373,2633,1323358293.0
2180,5359,1323358309.0
193,559,1323358321.0
9055,1367,1323358323.0
5597,979,1323358331.0
2168,839,1323358331.0
11791,2017,1323358332.0
5563,8577,1323358332.0
4888,6168,1323358335.0
10508,5557,1323358338.0
6504,1483,1323358338.0
11178,559,1323358349.0
532,2,1323358352.0
11182,979,1323358356.0
3001,979,1323358358.0
8632,577,1323358359.0
5234,4775,1323358365.0
11466,5942,1323358371.0
11181,5074,1323358376.0
11525,710,1323358377.0
7923,710,1323358384.0
5309,8097,1323358395.0
513,76,1323358408.0
7518,1610,1323358419.0
11262,1120,1323358421.0
1715,6944,1323358432.0
3494,975,1323358440.0
4164,979,1323358461.0
906,4403,1323358478.0
11233,816,1323358481.0
5385,1514,1323358485.0
11436,31,1323358490.0
11588,1244,1323358491.0
7655,496,1323358497.0
9899,716,1323358500.0
11518,3242,1323358504.0
11274,2004,1323358517.0
4115,4213,1323358518.0
1744,257,1323358531.0
11881,3427,1323358546.0
10535,8434,1323358546.0
233,710,1323358555.0
2251,8091,1323358560.0
11667,11042,1323358566.0
8184,2971,1323358570.0
11194,833,1323358581.0
11244,1632,1323358584.0
11259,8979,1323358590.0
870,1451,1323358606.0
9483,2453,1323358606.0
5325,789,1323358627.0
2249,1421,1323358628.0
11802,2317,1323358630.0
10131,1265,1323358638.0
6841,2089,1323358641.0
11186,1257,1323358642.0
3896,979,1323358643.0
11342,2261,1323358647.0
6242,2219,1323358667.0
2854,6403,1323358677.0
8241,8979,1323358679.0
11258,8979,1323358679.0
11558,5191,1323358695.0
3991,496,1323358696.0
11485,697,1323358700.0
11462,894,1323358733.0
4343,1828,1323358734.0
2040,5332,1323358740.0
4408,1356,1323358742.0
3980,1992,1323358759.0
3046,2256,1323358763.0
7809,6302,1323358780.0
9077,839,1323358793.0
11534,975,1323358803.0
3161,8157,1323358808.0
4058,3522,1323358808.0
8179,6750,1323358821.0
11473,1798,1323358838.0
8312,1257,1323358839.0
296,3,1323358848.0
6570,3494,1323358854.0
5479,2747,1323358858.0
7004,6765,1323358859.0
11313,3837,1323358890.0
7650,3982,1323358892.0
3877,1329,1323358895.0
11270,7526,1323358895.0
903,559,1323358897.0
8955,158,1323358908.0
9565,1135,1323358915.0
315,2668,1323358938.0
11355,3307,1323358945.0
1624,1514,1323358952.0
1768,3566,1323358953.0
11394,5332,1323358962.0
1026,979,1323358963.0
8255,1120,1323358967.0
11396,1257,1323358971.0
11260,1594,1323358972.0
11789,5302,1323358972.0
11252,3,1323358975.0
8619,25,1323358981.0
11294,83,1323358982.0
11480,7151,1323358984.0
11399,1488,1323358987.0
10153,9480,1323358990.0
11353,1004,1323358994.0
11267,161,1323358997.0
11478,9054,1323358999.0
7313,2273,1323359000.0
6164,1004,1323359005.0
1968,884,1323359008.0
7497,7604,1323359018.0
11644,7375,1323359029.0
3212,1131,1323359029.0
4967,3663,1323359043.0
11403,6202,1323359045.0
9233,4804,1323359047.0
2951,6517,1323359051.0
1223,1734,1323359073.0
11223,6750,1323359074.0
7018,1250,1323359075.0
1333,1265,1323359076.0
11336,9987,1323359076.0
3051,6598,1323359104.0
11243,1632,1323359106.0
11594,1053,1323359107.0
11265,559,1323359109.0
6670,1273,1323359126.0
11557,5191,1323359128.0
4913,531,1323359132.0
8114,3076,1323359140.0
9068,7386,1323359144.0
11419,4864,1323359145.0
6460,4145,1323359156.0
11395,1257,1323359159.0
11221,5872,1323359165.0
11257,366,1323359183.0
11392,1363,1323359185.0
2475,3140,1323359198.0
10223,2238,1323359203.0
11301,970,1323359203.0
283,9880,1323359205.0
11506,2695,1323359212.0
1176,6264,1323359215.0
3325,1887,1323359228.0
3358,559,1323359247.0
9743,1513,1323359257.0
3359,8325,1323359265.0
3758,442,1323359266.0
7322,839,1323359271.0
11893,905,1323359272.0
3260,2038,1323359274.0
11407,7595,1323359275.0
5418,2747,1323359295.0
5641,975,1323359299.0
11237,1981,1323359301.0
11325,2,1323359320.0
11290,2647,1323359321.0
11248,1917,1323359322.0
11706,1373,1323359328.0
4457,1447,1323359337.0
5138,3947,1323359339.0
2539,3052,1323359358.0
242,3450,1323359367.0
1381,5526,1323359369.0
1470,1976,1323359389.0
5741,839,1323359391.0
5697,559,1323359403.0
11542,5830,1323359414.0
11275,215,1323359418.0
629,1912,1323359422.0
5260,366,1323359422.0
2429,970,1323359428.0
7664,4334,1323359433.0
11229,839,1323359434.0
4509,7526,1323359438.0
4758,875,1323359440.0
5343,366,1323359443.0
3092,1350,1323359444.0
3949,816,1323359456.0
11283,1065,1323359464.0
11289,2647,1323359466.0
7274,839,1323359477.0
5361,1004,1323359483.0
51,7526,1323359484.0
6969,3723,1323359486.0
6104,816,1323359492.0
30,2478,1323359526.0
5730,2695,1323359527.0
11251,3,1323359533.0
740,841,1323359543.0
4470,839,1323359543.0
983,979,1323359544.0
5157,447,1323359553.0
11544,1793,1323359558.0
7058,4332,1323359563.0
1109,4242,1323359563.0
9349,2971,1323359574.0
7014,1930,1323359577.0
4338,559,1323359581.0
11321,2540,1323359586.0
11214,2114,1323359589.0
11157,469,1323359597.0
6312,1356,1323359605.0
11805,4338,1323359648.0
11550,867,1323359652.0
11351,1004,1323359663.0
11330,841,1323359664.0
11324,2,1323359668.0
11344,7990,1323359680.0
11509,3076,1323359686.0
5107,559,1323359696.0
11763,2547,1323359701.0
11501,5889,1323359703.0
6612,379,1323359705.0
4395,5009,1323359706.0
2806,3013,1323359708.0
11415,4155,1323359715.0
11444,447,1323359723.0
5171,1076,1323359734.0
11362,1365,1323359740.0
11316,577,1323359742.0
11413,839,1323359744.0
6599,3388,1323359747.0
11143,447,1323359756.0
11250,3,1323359779.0
11338,1184,1323359784.0
7814,5117,1323359790.0
11331,1552,1323359792.0
4898,447,1323359801.0
1765,5630,1323359812.0
11424,7869,1323359824.0
3745,5437,1323359826.0
11158,469,1323359826.0
11654,1398,1323359832.0
8108,1273,1323359833.0
9156,979,1323359853.0
11315,5154,1323359854.0
4503,825,1323359854.0
11264,559,1323359855.0
11254,366,1323359859.0
6124,1053,1323359865.0
1507,579,1323359867.0
11792,456,1323359887.0
2015,2547,1323359901.0
2198,1004,1323359903.0
8483,559,1323359925.0
902,559,1323359940.0
11944,7972,1323359950.0
11352,10210,1323359951.0
11916,2668,1323359964.0
11776,2295,1323359964.0
748,1221,1323359965.0
4680,1004,1323359981.0
11285,3013,1323359982.0
1383,3178,1323359986.0
7959,6765,1323359989.0
4694,4030,1323359990.0
10969,979,1323359991.0
5462,809,1323359997.0
5925,3013,1323360015.0
822,211,1323360017.0
11498,2212,1323360017.0
11379,366,1323360021.0
8485,1208,1323360025.0
11626,1273,1323360025.0
11474,469,1323360029.0
3842,2506,1323360030.0
11319,5675,1323360037.0
2247,1666,1323360038.0
4887,1273,1323360049.0
11460,729,1323360049.0
11323,2,1323360063.0
7389,8549,1323360068.0
2971,2538,1323360072.0
11412,839,1323360074.0
11705,1373,1323360079.0
11716,1574,1323360080.0
3252,1120,1323360084.0
11593,530,1323360094.0
5274,366,1323360097.0
3869,3583,1323360102.0
8840,559,1323360103.0
6728,970,1323360103.0
3706,5908,1323360107.0
11402,9850,1323360107.0
11320,117,1323360111.0
11378,366,1323360114.0
266,2212,1323360140.0
10846,825,1323360149.0
11388,2501,1323360155.0
1566,2506,1323360162.0
11337,1554,1323360168.0
3813,3442,1323360173.0
11941,849,1323360175.0
3849,1666,1323360178.0
11411,839,1323360179.0
3484,530,1323360195.0
11555,33,1323360199.0
7214,8098,1323360207.0
187,1280,1323360208.0
8631,2547,1323360226.0
8967,4595,1323360240.0
8663,1373,1323360244.0
9515,1004,1323360251.0
11211,783,1323360253.0
5133,710,1323360275.0
11300,970,1323360281.0
11372,2633,1323360282.0
589,4086,1323360292.0
2588,7763,1323360298.0
9335,1120,1323360299.0
376,135,1323360308.0
11329,841,1323360312.0
11592,530,1323360320.0
1478,2180,1323360325.0
164,5332,1323360343.0
11350,1004,1323360347.0
7023,3104,1323360349.0
9742,2225,1323360356.0
2611,1257,1323360363.0
11368,2129,1323360376.0
11349,1004,1323360379.0
8895,2557,1323360403.0
2381,2662,1323360404.0
7983,2004,1323360410.0
9710,3452,1323360412.0
11335,4825,1323360421.0
8284,1862,1323360424.0
6219,1798,1323360427.0
7543,1632,1323360431.0
11347,5480,1323360438.0
5897,1513,1323360439.0
7565,979,1323360441.0
8545,593,1323360449.0
11472,1798,1323360450.0
9437,1798,1323360465.0
7985,1184,1323360466.0
11621,3173,1323360468.0
11383,4885,1323360471.0
1727,6156,1323360479.0
8693,2696,1323360484.0
11620,5842,1323360489.0
11365,2263,1323360493.0
11445,7316,1323360504.0
11377,295,1323360509.0
5884,6750,1323360519.0
6388,6681,1323360522.0
11322,2,1323360525.0
4515,1368,1323360526.0
4455,729,1323360526.0
11418,3,1323360530.0
11363,1120,1323360543.0
11429,631,1323360554.0
11578,8189,1323360559.0
1957,39,1323360567.0
4645,559,1323360568.0
11538,1299,1323360569.0
11492,1632,1323360581.0
4939,112,1323360584.0
3983,34,1323360591.0
11614,1707,1323360592.0
1472,631,1323360594.0
3329,135,1323360615.0
11483,697,1323360617.0
2462,366,1323360618.0
4594,3023,1323360630.0
2515,4155,1323360634.0
5062,979,1323360639.0
788,5054,1323360640.0
4577,8628,1323360648.0
7977,34,1323360651.0
2461,39,1323360654.0
2608,979,1323360656.0
11983,1366,1323360668.0
10397,34,1323360670.0
150,172,1323360676.0
5038,1257,1323360677.0
11348,1004,1323360677.0
126,1345,1323360678.0
8492,935,1323360682.0
11387,979,1323360682.0
4187,816,1323360685.0
11926,7825,1323360686.0
5080,3809,1323360692.0
2399,8297,1323360709.0
10754,1257,1323360714.0
2350,2379,1323360723.0
5338,1632,1323360724.0
3770,379,1323360748.0
4057,6279,1323360749.0
3519,559,1323360750.0
11587,1752,1323360760.0
11452,619,1323360761.0
2284,1273,1323360762.0
2427,1547,1323360768.0
11358,112,1323360785.0
11625,1273,1323360789.0
733,559,1323360797.0
9070,1244,1323360807.0
12029,7173,1323360840.0
9622,970,1323360841.0
11597,154,1323360841.0
7542,1299,1323360847.0
8407,979,1323360852.0
4500,7972,1323360873.0
11256,5124,1323360874.0
10204,112,1323360874.0
11925,7825,1323360890.0
9331,4026,1323360905.0
11861,6345,1323360906.0
7303,2336,1323360907.0
11943,7972,1323360929.0
9636,1632,1323360931.0
1967,1004,1323360932.0
11709,13,1323360946.0
11366,1131,1323360946.0
6034,7816,1323360948.0
11933,3840,1323360949.0
6552,366,1323360953.0
11539,833,1323360956.0
11524,710,1323360960.0
11924,7825,1323360962.0
1241,960,1323360971.0
11903,3178,1323360984.0
5468,2647,1323360989.0
11753,2504,1323360991.0
5410,1120,1323360992.0
11767,4752,1323360993.0
8215,269,1323360995.0
12005,769,1323360997.0
11386,979,1323361004.0
11543,299,1323361010.0
922,1798,1323361016.0
9726,1794,1323361025.0
2289,2189,1323361030.0
7145,467,1323361036.0
11357,959,1323361039.0
546,2336,1323361043.0
393,1470,1323361046.0
3650,975,1323361046.0
11532,1241,1323361048.0
11382,4885,1323361050.0
2856,894,1323361056.0
11591,530,1323361071.0
11443,2364,1323361079.0
11575,7075,1323361082.0
4965,7259,1323361084.0
11865,6157,1323361096.0
11869,789,1323361101.0
7277,960,1323361106.0
11693,2114,1323361119.0
11350,9253,1323361125.0
11733,2991,1323361129.0
7686,1257,1323361137.0
5248,6297,1323361139.0
7623,4242,1323361150.0
11385,979,1323361160.0
3316,2524,1323361161.0
907,2119,1323361170.0
4653,3805,1323361175.0
808,578,1323361195.0
6539,1632,1323361196.0
11410,839,1323361198.0
119,979,1323361211.0
11442,447,1323361212.0
328,839,1323361215.0
4826,2379,1323361215.0
11376,366,1323361216.0
7225,9082,1323361223.0
3947,530,1323361229.0
5547,3791,1323361248.0
10315,91,1323361251.0
7039,3353,1323361252.0
3296,4710,1323361257.0
5072,2417,1323361269.0
2584,729,1323361270.0
1266,7526,1323361281.0
6420,1913,1323361286.0
9237,4476,1323361287.0
11141,74,1323361290.0
3292,117,1323361293.0
8966,5788,1323361301.0
12012,1114,1323361301.0
8254,1192,1323361302.0
11613,1237,1323361304.0
11364,83,1323361305.0
11786,3354,1323361308.0
11384,979,1323361309.0
574,1343,1323361314.0
11457,112,1323361330.0
11096,3309,1323361332.0
2450,2506,1323361334.0
8205,729,1323361334.0
3990,2547,1323361336.0
11491,1632,1323361342.0
11375,366,1323361346.0
6022,2501,1323361348.0
11393,1257,1323361349.0
11381,816,1323361358.0
10970,4026,1323361358.0
6260,6297,1323361360.0
10584,1192,1323361363.0
11624,1273,1323361369.0
6822,1373,1323361372.0
2506,6750,1323361373.0
8742,3624,1323361385.0
11691,4298,1323361387.0
11673,7966,1323361387.0
8441,5128,1323361393.0
11688,2696,1323361402.0
11955,8803,1323361410.0
11401,7815,1323361414.0
1554,3008,1323361415.0
11390,1363,1323361427.0
11642,3115,1323361451.0
11884,5437,1323361455.0
854,1004,1323361460.0
11458,4511,1323361461.0
11389,366,1323361463.0
11566,2613,1323361467.0
11570,3340,1323361479.0
91,2068,1323361483.0
11428,1782,1323361483.0
9834,2,1323361496.0
3754,1004,1323361503.0
11029,6825,1323361515.0
11851,1135,1323361522.0
2830,3140,1323361526.0
11482,115,1323361536.0
11590,530,1323361549.0
3348,2089,1323361555.0
10209,1798,1323361564.0
2888,530,1323361569.0
6657,778,1323361570.0
11440,447,1323361571.0
4029,1862,1323361574.0
4857,559,1323361578.0
11800,1780,1323361586.0
11852,87,1323361592.0
11780,2608,1323361592.0
